,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests
6478,Renaissance Hotel,1,277,2019,June,25,12,2,2,2,0,0,Undefined,PRT,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0
6479,Renaissance Hotel,1,277,2019,June,25,12,2,2,2,0,0,Undefined,PRT,TA/TO,0,0,0,A,A,0,Non Refund,,,0,Transient,110.0,0,0
6480,Renaissance Hotel,1,17,2019,June,25,12,2,3,2,2,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,189.0,0,0
6481,Renaissance Hotel,1,199,2019,June,25,12,2,3,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,110.0,0,1
6482,Renaissance Hotel,1,149,2019,June,25,12,2,5,2,0,1,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,108.9,0,2
6483,Renaissance Hotel,1,40,2019,June,25,12,2,5,2,1,0,BB,GBR,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,194.0,0,0
6484,Renaissance Hotel,1,141,2019,June,25,12,2,5,3,1,0,BB,PRT,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,171.0,0,0
6485,Renaissance Hotel,1,70,2019,June,25,12,2,5,3,1,0,BB,PRT,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,193.0,0,0
6486,Renaissance Hotel,0,328,2019,June,25,12,4,5,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,62.48,0,0
6487,Renaissance Hotel,1,221,2019,June,25,12,3,5,2,0,0,BB,PRT,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,114.75,0,1
6488,Renaissance Hotel,0,221,2019,June,25,13,0,0,1,0,0,BB,PRT,TA/TO,0,0,0,A,I,0,No Deposit,314.0,,0,Transient,0.0,0,0
6489,Renaissance Hotel,1,65,2019,June,25,13,1,0,2,0,0,BB,RUS,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,107.1,0,0
6490,Renaissance Hotel,1,150,2019,June,25,13,1,2,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,121.0,0,1
6491,Renaissance Hotel,0,259,2019,June,25,13,1,3,2,0,0,HB,RUS,TA/TO,0,0,0,A,A,3,No Deposit,240.0,,0,Transient,99.0,0,2
6492,Renaissance Hotel,1,0,2019,June,25,13,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,136.0,0,1
6493,Renaissance Hotel,1,32,2019,June,25,13,1,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,129.0,0,0
6494,Renaissance Hotel,1,72,2019,June,25,13,1,3,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,116.0,0,0
6495,Renaissance Hotel,1,146,2019,June,25,13,1,3,2,0,0,HB,PRT,TA/TO,0,0,0,D,D,1,No Deposit,171.0,,0,Transient,103.05,0,0
6496,Renaissance Hotel,1,39,2019,June,25,13,1,4,1,0,0,BB,CHE,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.0,0,0
6497,Renaissance Hotel,1,206,2019,June,25,13,1,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,2
6498,Renaissance Hotel,1,206,2019,June,25,13,1,4,2,0,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,135.0,0,2
6499,Renaissance Hotel,1,65,2019,June,25,13,1,4,3,1,0,HB,PRT,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,232.0,0,0
6500,Renaissance Hotel,1,50,2019,June,25,13,1,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,129.0,0,0
6501,Renaissance Hotel,1,50,2019,June,25,13,1,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,129.0,0,2
6502,Renaissance Hotel,1,114,2019,June,25,13,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,106.0,0,0
6503,Renaissance Hotel,1,205,2019,June,25,13,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,1
6504,Renaissance Hotel,0,217,2019,June,25,13,2,5,2,0,0,BB,AUS,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,65.83,0,1
6505,Renaissance Hotel,0,223,2019,June,25,13,2,5,1,0,0,BB,GBR,TA/TO,0,0,0,A,A,1,No Deposit,314.0,,0,Transient,53.12,0,0
6506,Renaissance Hotel,0,223,2019,June,25,13,2,5,1,0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,53.12,0,0
6507,Renaissance Hotel,1,112,2019,June,25,13,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,327.0,,0,Transient,57.6,0,0
6508,Renaissance Hotel,0,217,2019,June,25,13,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,241.0,,0,Transient,67.54,0,1
6509,Renaissance Hotel,1,223,2019,June,25,13,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,99.0,0,2
6510,Renaissance Hotel,0,145,2019,June,25,13,2,5,2,0,0,BB,POL,TA/TO,0,0,0,A,A,1,No Deposit,315.0,,0,Transient,51.85,0,2
6511,Renaissance Hotel,1,223,2019,June,25,13,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,99.0,0,2
6512,Renaissance Hotel,1,166,2019,June,25,13,3,7,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,0
6513,Renaissance Hotel,1,104,2019,June,25,14,0,2,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,121.0,0,1
6514,Renaissance Hotel,1,248,2019,June,25,14,0,4,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,0
6515,Renaissance Hotel,1,147,2019,June,25,14,0,4,2,2,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,161.0,0,1
6516,Renaissance Hotel,1,97,2019,June,25,14,0,4,1,0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,112.0,0,0
6517,Renaissance Hotel,1,62,2019,June,25,14,0,5,2,1,0,HB,PRT,Direct,0,0,0,C,C,1,No Deposit,250.0,,0,Transient,201.5,0,0
6518,Renaissance Hotel,1,110,2019,June,25,14,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,171.0,,0,Transient,89.1,0,0
6519,Renaissance Hotel,1,95,2019,June,25,14,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,327.0,,0,Transient,57.6,0,1
6520,Renaissance Hotel,1,98,2019,June,25,14,2,5,2,0,0,BB,IRL,Direct,0,0,0,F,F,0,No Deposit,250.0,,0,Transient,138.47,0,0
6521,Renaissance Hotel,1,330,2019,June,25,14,2,8,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,40.0,,0,Contract,48.88,0,0
6522,Renaissance Hotel,0,225,2019,June,25,14,2,9,2,0,0,HB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Transient,88.9,0,1
6523,Renaissance Hotel,0,231,2019,June,25,15,0,3,2,0,0,BB,IRL,TA/TO,0,0,0,E,E,0,No Deposit,6.0,,0,Transient,81.0,0,2
6524,Renaissance Hotel,0,231,2019,June,25,15,0,3,2,0,0,BB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,6.0,,0,Transient,81.0,0,2
6525,Renaissance Hotel,0,268,2019,June,25,15,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,1,No Deposit,241.0,,0,Transient,57.15,1,1
6526,Renaissance Hotel,1,274,2019,June,25,15,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,64.8,0,1
6527,Renaissance Hotel,0,250,2019,June,25,15,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,A,B,1,No Deposit,314.0,,0,Transient,59.31,0,1
6528,Renaissance Hotel,0,268,2019,June,25,15,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,1,No Deposit,241.0,,0,Transient,55.44,0,1
6529,Renaissance Hotel,1,249,2019,June,25,15,2,8,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,1
6530,Renaissance Hotel,0,246,2019,June,25,15,2,9,2,0,0,HB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,156.0,,0,Transient,102.35,0,1
6531,Renaissance Hotel,1,83,2019,June,25,16,1,3,2,2,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,176.0,0,0
6532,Renaissance Hotel,1,85,2019,June,25,16,1,3,2,2,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,176.0,0,0
6533,Renaissance Hotel,1,40,2019,June,25,16,0,3,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,129.0,0,0
6534,Renaissance Hotel,1,37,2019,June,25,16,2,4,3,1,0,BB,SWE,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,194.0,0,0
6535,Renaissance Hotel,1,37,2019,June,25,16,2,4,3,1,0,BB,SWE,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,194.0,0,0
6536,Renaissance Hotel,1,250,2019,June,25,16,2,4,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,242.0,,0,Transient,99.0,0,1
6537,Renaissance Hotel,0,234,2019,June,25,16,2,5,2,0,0,BB,NOR,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,69.71,0,0
6538,Renaissance Hotel,1,275,2019,June,25,16,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,99.0,0,2
6539,Renaissance Hotel,1,73,2019,June,25,16,2,5,2,0,0,BB,PRT,Direct,0,0,0,F,F,0,No Deposit,,,0,Transient,96.43,0,1
6540,Renaissance Hotel,1,21,2019,June,25,16,2,5,2,0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,129.0,0,0
6541,Renaissance Hotel,0,247,2019,June,25,16,2,5,2,0,0,HB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,143.0,,0,Transient,98.6,0,0
6542,Renaissance Hotel,1,32,2019,June,25,17,0,1,1,0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,57.0,0,0
6543,Renaissance Hotel,1,37,2019,June,25,17,0,2,2,0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,161.0,0,0
6544,Renaissance Hotel,1,37,2019,June,25,17,0,2,2,0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,161.0,0,0
6545,Renaissance Hotel,1,32,2019,June,25,17,0,2,1,0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,57.0,0,0
6546,Renaissance Hotel,1,43,2019,June,25,17,0,2,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,129.0,0,0
6547,Renaissance Hotel,1,72,2019,June,25,17,0,2,2,2,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,179.0,0,0
6548,Renaissance Hotel,1,92,2019,June,25,17,1,2,2,2,0,BB,ESP,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,176.0,0,0
6549,Renaissance Hotel,1,61,2019,June,25,17,2,2,2,0,0,HB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,161.0,0,0
6550,Renaissance Hotel,0,221,2019,June,25,17,2,2,2,0,0,BB,DEU,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,113.0,1,1
6551,Renaissance Hotel,1,60,2019,June,25,17,2,3,2,0,0,BB,AUT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,129.0,0,0
6552,Renaissance Hotel,1,155,2019,June,25,17,2,3,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,99.64,0,2
6553,Renaissance Hotel,1,73,2019,June,25,17,2,4,3,1,0,BB,ESP,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,183.5,0,0
6554,Renaissance Hotel,0,228,2019,June,25,17,2,5,2,2,0,BB,NLD,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,147.0,1,1
6555,Renaissance Hotel,1,174,2019,June,25,17,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,135.0,0,2
6556,Renaissance Hotel,0,273,2019,June,25,17,2,5,2,0,0,BB,GBR,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient-Party,77.64,0,1
6557,Renaissance Hotel,0,300,2019,June,25,17,2,5,2,0,0,BB,CN,TA/TO,0,0,0,G,G,0,No Deposit,242.0,,0,Transient,121.5,0,1
6558,Renaissance Hotel,0,273,2019,June,25,17,2,5,2,0,0,BB,GBR,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient-Party,77.64,0,1
6559,Renaissance Hotel,1,256,2019,June,25,17,2,7,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,1
6560,Renaissance Hotel,0,246,2019,June,25,17,2,7,2,0,0,BB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,1
6561,Renaissance Hotel,0,248,2019,June,25,17,4,10,2,0,0,BB,NLD,TA/TO,0,0,0,A,A,1,No Deposit,6.0,,0,Transient,59.6,0,0
6562,Renaissance Hotel,1,304,2019,June,25,17,4,10,2,2,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,121.5,0,1
6563,Renaissance Hotel,1,23,2019,June,25,18,0,1,2,0,0,HB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,161.0,0,0
6564,Renaissance Hotel,1,67,2019,June,25,18,0,1,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,141.0,0,0
6565,Renaissance Hotel,1,10,2019,June,25,18,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,15.0,,0,Transient,103.2,0,0
6566,Renaissance Hotel,1,23,2019,June,25,18,0,1,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,159.0,0,0
6567,Renaissance Hotel,1,12,2019,June,25,18,1,1,2,0,0,BB,PRT,TA/TO,0,0,0,A,D,0,No Deposit,,,0,Transient,128.8,0,0
6568,Renaissance Hotel,1,81,2019,June,25,18,2,1,2,0,0,BB,AUT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,116.0,0,0
6569,Renaissance Hotel,1,62,2019,June,25,18,2,2,3,1,0,BB,CN,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,194.0,0,0
6570,Renaissance Hotel,1,117,2019,June,25,18,2,3,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,136.0,0,1
6571,Renaissance Hotel,1,250,2019,June,25,18,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,99.0,0,2
6572,Renaissance Hotel,1,301,2019,June,25,18,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,242.0,,0,Transient,121.5,0,1
6573,Renaissance Hotel,0,250,2019,June,25,18,2,5,2,0,0,BB,GBR,TA/TO,0,0,0,E,E,0,No Deposit,2.0,,0,Contract,78.5,0,0
6574,Renaissance Hotel,1,228,2019,June,25,18,2,5,2,0,0,HB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,110.0,0,0
6575,Renaissance Hotel,1,250,2019,June,25,18,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,99.0,0,2
6576,Renaissance Hotel,0,256,2019,June,25,18,2,5,2,0,0,HB,GBR,TA/TO,0,0,0,A,A,0,No Deposit,143.0,,0,Contract,75.65,0,2
6577,Renaissance Hotel,1,231,2019,June,25,18,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,314.0,,0,Transient,57.6,0,0
6578,Renaissance Hotel,1,164,2019,June,25,18,2,5,2,2,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,135.0,0,0
6579,Renaissance Hotel,0,241,2019,June,25,18,2,6,2,0,0,BB,ROU,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,85.5,0,1
6580,Renaissance Hotel,1,291,2019,June,25,18,2,6,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,99.0,0,2
6581,Renaissance Hotel,0,241,2019,June,25,18,2,6,2,0,0,BB,ROU,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,85.5,0,1
6582,Renaissance Hotel,0,249,2019,June,25,18,4,6,2,0,0,HB,GBR,TA/TO,0,0,0,D,D,1,No Deposit,143.0,,0,Transient,85.0,0,4
6583,Renaissance Hotel,0,249,2019,June,25,18,4,6,2,0,0,HB,GBR,TA/TO,0,0,0,D,D,2,No Deposit,143.0,,0,Transient,85.0,0,4
6584,Renaissance Hotel,1,175,2019,June,25,18,4,7,3,1,0,BB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,145.0,0,0
6585,Renaissance Hotel,0,143,2019,June,25,18,4,10,1,0,0,HB,GBR,TA/TO,0,0,0,A,A,1,No Deposit,143.0,,0,Transient,65.75,0,1
6586,Renaissance Hotel,1,81,2019,June,26,19,2,1,2,1,0,HB,PRT,TA/TO,0,0,0,G,G,0,No Deposit,241.0,,0,Transient,189.19,0,0
6587,Renaissance Hotel,1,5,2019,June,26,19,2,1,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,122.33,0,1
6588,Renaissance Hotel,0,267,2019,June,26,19,2,4,1,0,0,BB,GBR,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,60.35,0,1
6589,Renaissance Hotel,0,267,2019,June,26,19,2,4,1,0,0,BB,GBR,Direct,0,0,0,A,A,0,No Deposit,250.0,,0,Transient,60.35,0,1
6590,Renaissance Hotel,1,163,2019,June,26,19,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,72.0,0,1
6591,Renaissance Hotel,1,235,2019,June,26,19,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,136.0,0,2
6592,Renaissance Hotel,1,128,2019,June,26,19,3,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,115.75,0,0
6593,Renaissance Hotel,1,128,2019,June,26,19,3,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,103.75,0,0
6594,Renaissance Hotel,1,128,2019,June,26,19,3,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,103.75,0,0
6595,Renaissance Hotel,1,128,2019,June,26,19,3,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,103.75,0,0
6596,Renaissance Hotel,1,185,2019,June,26,19,4,10,3,1,0,BB,PRT,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,150.57,0,2
6597,Renaissance Hotel,1,11,2019,June,26,20,1,0,2,0,0,BB,PRT,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,100.0,0,0
6598,Renaissance Hotel,0,244,2019,June,26,20,1,0,2,0,0,BB,HRV,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,84.0,1,1
6599,Renaissance Hotel,1,177,2019,June,26,20,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,Non Refund,240.0,,0,Transient,85.5,0,0
6600,Renaissance Hotel,1,177,2019,June,26,20,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,Non Refund,240.0,,0,Transient,85.5,0,0
6601,Renaissance Hotel,1,177,2019,June,26,20,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,Non Refund,240.0,,0,Transient,72.0,0,0
6602,Renaissance Hotel,1,177,2019,June,26,20,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,Non Refund,240.0,,0,Transient,72.0,0,0
6603,Renaissance Hotel,1,191,2019,June,26,20,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,0
6604,Renaissance Hotel,1,177,2019,June,26,20,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,Non Refund,240.0,,0,Transient,85.5,0,0
6605,Renaissance Hotel,0,271,2019,June,26,20,1,5,2,0,1,Undefined,PRT,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,156.75,1,0
6606,Renaissance Hotel,1,177,2019,June,26,20,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,Non Refund,240.0,,0,Transient,85.5,0,0
6607,Renaissance Hotel,1,177,2019,June,26,20,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,Non Refund,240.0,,0,Transient,72.0,0,0
6608,Renaissance Hotel,1,177,2019,June,26,20,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,Non Refund,240.0,,0,Transient,85.5,0,0
6609,Renaissance Hotel,1,177,2019,June,26,20,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,Non Refund,240.0,,0,Transient,85.5,0,0
6610,Renaissance Hotel,1,177,2019,June,26,20,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,Non Refund,240.0,,0,Transient,72.0,0,0
6611,Renaissance Hotel,1,167,2019,June,26,20,1,3,2,0,1,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,3
6612,Renaissance Hotel,1,152,2019,June,26,20,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,315.0,,0,Transient,62.9,0,0
6613,Renaissance Hotel,1,152,2019,June,26,20,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,D,D,0,No Deposit,315.0,,0,Transient,62.9,0,0
6614,Renaissance Hotel,0,306,2019,June,26,20,2,5,2,0,0,HB,GBR,TA/TO,0,0,0,A,A,1,No Deposit,40.0,,0,Contract,79.84,0,0
6615,Renaissance Hotel,1,216,2019,June,26,20,3,5,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,99.0,0,1
6616,Renaissance Hotel,0,304,2019,June,26,20,4,10,2,0,0,BB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Contract,68.0,0,1
6617,Renaissance Hotel,0,294,2019,June,26,21,0,5,2,0,0,BB,FIN,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,64.8,0,1
6618,Renaissance Hotel,1,293,2019,June,26,21,0,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,72.0,0,0
6619,Renaissance Hotel,1,293,2019,June,26,21,0,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,72.0,0,1
6620,Renaissance Hotel,1,293,2019,June,26,21,0,5,2,0,0,BB,ESP,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,72.0,0,0
6621,Renaissance Hotel,1,293,2019,June,26,21,0,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,72.0,0,0
6622,Renaissance Hotel,1,293,2019,June,26,21,0,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,242.0,,0,Transient,72.0,0,0
6623,Renaissance Hotel,1,203,2019,June,26,21,0,5,1,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,67.5,0,0
6624,Renaissance Hotel,1,294,2019,June,26,21,0,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,64.8,0,1
6625,Renaissance Hotel,1,309,2019,June,26,21,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,72.0,0,1
6626,Renaissance Hotel,0,227,2019,June,26,21,2,5,2,0,0,BB,IRL,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,85.5,0,1
6627,Renaissance Hotel,1,155,2019,June,26,21,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,136.0,0,1
6628,Renaissance Hotel,0,272,2019,June,26,21,2,5,2,0,0,HB,GBR,TA/TO,0,0,0,E,F,0,No Deposit,143.0,,0,Transient,100.3,0,1
6629,Renaissance Hotel,1,167,2019,June,26,21,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,26.0,,0,Transient,54.72,0,0
6630,Renaissance Hotel,1,124,2019,June,26,21,1,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,108.17,0,1
6631,Renaissance Hotel,1,242,2019,June,26,21,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,115.0,,0,Transient,57.6,0,0
6632,Renaissance Hotel,0,237,2019,June,26,21,2,7,2,2,0,BB,GBR,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,135.0,0,3
6633,Renaissance Hotel,0,237,2019,June,26,21,2,7,2,2,0,BB,GBR,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,141.67,0,2
6634,Renaissance Hotel,1,127,2019,June,26,21,2,5,2,0,0,BB,PRT,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,106.0,0,1
6635,Renaissance Hotel,0,235,2019,June,26,21,4,10,2,0,0,HB,GBR,TA/TO,0,0,0,D,D,0,No Deposit,40.0,,0,Transient,92.36,0,0
6636,Renaissance Hotel,1,247,2019,June,26,22,0,3,2,0,0,HB,PRT,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,92.0,0,0
6637,Renaissance Hotel,0,322,2019,June,26,22,0,3,2,0,0,HB,POL,Direct,0,0,0,A,A,0,No Deposit,,,75,Transient-Party,92.0,0,0
6638,Renaissance Hotel,0,322,2019,June,26,22,0,3,2,0,0,HB,POL,Direct,0,0,0,A,F,0,No Deposit,,,75,Transient-Party,92.0,0,0
